;Tweet;Sentimen;step01;tokens;final_tokens;step02
740;Yg xpaham skrg ne, perlu visa smpai bila2 ka or just time covid ne ;-1.0;yg skrg ne perlu visa smpai bila ka or just time covid ne;['yg', 'skrg', 'ne', 'perlu', 'visa', 'smpai', 'bila', 'ka', 'or', 'just', 'time', 'covid', 'ne'];['yg', 'skrg', 'ne', 'perlu', 'visa', 'smpai', 'bila', 'ka', 'or', 'just', 'time', 'covid', 'ne'];yg skrg ne perlu visa smpai bila ka or just time covid ne
741;Apr 10: PPSB DKI Jkt krn Pandemik Covid-19 dimulaiApr 11: dentuman kencang di langit, 4 gunung berapi di Sumatera dan Jawa erupsi;0.0;<date> ppsb dki jkt krn pandemik covid   dimulaiapr   dentuman kencang di langit   gunung berapi di sumatera dan jawa erupsi;['<', 'date', '>', 'ppsb', 'dki', 'jkt', 'krn', 'pandemik', 'covid', 'dimulaiapr', 'dentuman', 'kencang', 'di', 'langit', 'gunung', 'berapi', 'di', 'sumatera', 'dan', 'jawa', 'erupsi'];['<', 'date', '>', 'ppsb', 'dki', 'jkt', 'krn', 'pandemik', 'covid', 'dimulaiapr', 'dentuman', 'kencang', 'di', 'langit', 'gunung', 'berapi', 'di', 'sumatera', 'dan', 'jawa', 'erupsi'];< date > ppsb dki jkt krn pandemik covid dimulaiapr dentuman kencang di langit gunung berapi di sumatera dan jawa erupsi
742;Besok, kami sama mau ngulik mitos dan fakta seputar pelecehan seksual online saat WFH Covid-19 nih Folks. Jgn lupa mampir ke IG kami jam 7 besok yaa! Kalo ada yg mau nitip pertanyaan atau mau nitip cerita pengalaman boleh reply twit ini loh~;-1.0;besok kami sama mau ngulik mitos dan fakta seputar pelecehan seksual online saat wfh covid   nih folks jgn lupa mampir ke ig kami jam   besok yaa kalo ada yg mau nitip pertanyaan atau mau nitip cerita pengalaman boleh reply twit ini loh;['besok', 'kami', 'sama', 'mau', 'ngulik', 'mitos', 'dan', 'fakta', 'seputar', 'pelecehan', 'seksual', 'online', 'saat', 'wfh', 'covid', 'nih', 'folks', 'jgn', 'lupa', 'mampir', 'ke', 'ig', 'kami', 'jam', 'besok', 'yaa', 'kalo', 'ada', 'yg', 'mau', 'nitip', 'pertanyaan', 'atau', 'mau', 'nitip', 'cerita', 'pengalaman', 'boleh', 'reply', 'twit', 'ini', 'loh'];['besok', 'kami', 'sama', 'mau', 'ngulik', 'mitos', 'dan', 'fakta', 'seputar', 'pelecehan', 'seksual', 'online', 'saat', 'wfh', 'covid', 'nih', 'folks', 'jgn', 'lupa', 'mampir', 'ke', 'ig', 'kami', 'jam', 'besok', 'yaa', 'kalo', 'ada', 'yg', 'mau', 'nitip', 'pertanyaan', 'atau', 'mau', 'nitip', 'cerita', 'pengalaman', 'boleh', 'reply', 'twit', 'ini', 'loh'];besok kami sama mau ngulik mitos dan fakta seputar pelecehan seksual online saat wfh covid nih folks jgn lupa mampir ke ig kami jam besok yaa kalo ada yg mau nitip pertanyaan atau mau nitip cerita pengalaman boleh reply twit ini loh
743;Teman-teman di DPW PSI Kaltim dan DPD PSI Samarinda berbagi makanan siap saji ke kang ojol, relawan, dan wartawan peliput Covid-19.Ayo berbagi di tengah pamdemi.;1.0;teman teman di dpw psi kaltim dan dpd psi samarinda berbagi makanan siap saji ke kang ojol relawan dan wartawan peliput covid   ayo berbagi di tengah pamdemi;['teman', 'teman', 'di', 'dpw', 'psi', 'kaltim', 'dan', 'dpd', 'psi', 'samarinda', 'berbagi', 'makanan', 'siap', 'saji', 'ke', 'kang', 'ojol', 'relawan', 'dan', 'wartawan', 'peliput', 'covid', 'ayo', 'berbagi', 'di', 'tengah', 'pamdemi'];['teman', 'teman', 'di', 'dpw', 'psi', 'kaltim', 'dan', 'dpd', 'psi', 'samarinda', 'berbagi', 'makanan', 'siap', 'saji', 'ke', 'kang', 'ojol', 'relawan', 'dan', 'wartawan', 'peliput', 'covid', 'ayo', 'berbagi', 'di', 'tengah', 'pamdemi'];teman teman di dpw psi kaltim dan dpd psi samarinda berbagi makanan siap saji ke kang ojol relawan dan wartawan peliput covid ayo berbagi di tengah pamdemi
744;Salam karate, Osh!Dunia sedang diresahkan oleh wabah covid-19. UKM Inkai Brawijaya bekerja sama dengan ACTMalang mengajak rekan2 semua untuk berdonasi.Pengumpulan dana dimulai tanggal 10-24 April 2020Mari berbagi dengan sesama, berbagi itu indah bagaimanapun bentuknya.;1.0;salam karate osh dunia sedang diresahkan oleh wabah covid   ukm inkai brawijaya bekerja sama dengan actmalang mengajak rekan semua untuk berdonasi pengumpulan dana dimulai tanggal   <date>     mari berbagi dengan sesama berbagi itu indah bagaimanapun bentuknya;['salam', 'karate', 'osh', 'dunia', 'sedang', 'diresahkan', 'oleh', 'wabah', 'covid', 'ukm', 'inkai', 'brawijaya', 'bekerja', 'sama', 'dengan', 'actmalang', 'mengajak', 'rekan', 'semua', 'untuk', 'berdonasi', 'pengumpulan', 'dana', 'dimulai', 'tanggal', '<', 'date', '>', 'mari', 'berbagi', 'dengan', 'sesama', 'berbagi', 'itu', 'indah', 'bagaimanapun', 'bentuknya'];['salam', 'karate', 'osh', 'dunia', 'sedang', 'diresahkan', 'oleh', 'wabah', 'covid', 'ukm', 'inkai', 'brawijaya', 'bekerja', 'sama', 'dengan', 'actmalang', 'mengajak', 'rekan', 'semua', 'untuk', 'berdonasi', 'pengumpulan', 'dana', 'dimulai', 'tanggal', '<', 'date', '>', 'mari', 'berbagi', 'dengan', 'sesama', 'berbagi', 'itu', 'indah', 'bagaimanapun', 'bentuknya'];salam karate osh dunia sedang diresahkan oleh wabah covid ukm inkai brawijaya bekerja sama dengan actmalang mengajak rekan semua untuk berdonasi pengumpulan dana dimulai tanggal < date > mari berbagi dengan sesama berbagi itu indah bagaimanapun bentuknya
745;Halo Sobat POLRI... Mari kita ketahui bagaimana mencegah penyebaran COVID-19 setelah bepergian atau pulang kerja... ;1.0;halo sobat polri mari kita ketahui bagaimana mencegah penyebaran covid   setelah bepergian atau pulang kerja;['halo', 'sobat', 'polri', 'mari', 'kita', 'ketahui', 'bagaimana', 'mencegah', 'penyebaran', 'covid', 'setelah', 'bepergian', 'atau', 'pulang', 'kerja'];['halo', 'sobat', 'polri', 'mari', 'kita', 'ketahui', 'bagaimana', 'mencegah', 'penyebaran', 'covid', 'setelah', 'bepergian', 'atau', 'pulang', 'kerja'];halo sobat polri mari kita ketahui bagaimana mencegah penyebaran covid setelah bepergian atau pulang kerja
746;Jogja before covid ya kak ekwkw;-1.0;jogja before covid ya kak ekwkw;['jogja', 'before', 'covid', 'ya', 'kak', 'ekwkw'];['jogja', 'before', 'covid', 'ya', 'kak', 'ekwkw'];jogja before covid ya kak ekwkw
747;lek kita kena kurung je gais syukurlah kita dok malaysia kalau dok korea utara dah lama jadi bangkai kena tembak sebab positive covid-19;-1.0;lek kita kena kurung je gais syuk ah kita dok malaysia kalau dok korea utara dah lama jadi bangkai kena tembak sebab positive covid  ;['lek', 'kita', 'kena', 'kurung', 'je', 'gais', 'syuk', 'ah', 'kita', 'dok', 'malaysia', 'kalau', 'dok', 'korea', 'utara', 'dah', 'lama', 'jadi', 'bangkai', 'kena', 'tembak', 'sebab', 'positive', 'covid'];['lek', 'kita', 'kena', 'kurung', 'je', 'gais', 'syuk', 'ah', 'kita', 'dok', 'malaysia', 'kalau', 'dok', 'korea', 'utara', 'dah', 'lama', 'jadi', 'bangkai', 'kena', 'tembak', 'sebab', 'positive', 'covid'];lek kita kena kurung je gais syuk ah kita dok malaysia kalau dok korea utara dah lama jadi bangkai kena tembak sebab positive covid
748;Bumi hanya sedang memulihkan diri. Dari bencana yang ditimbulkan diri ini. Virus yang bahkan lebih berbahaya dari apa yang terjadi  ;0.0;bumi hanya sedang memulihkan diri dari bencana yang ditimbulkan diri ini virus yang bahkan lebih berbahaya dari apa yang terjadi;['bumi', 'hanya', 'sedang', 'memulihkan', 'diri', 'dari', 'bencana', 'yang', 'ditimbulkan', 'diri', 'ini', 'virus', 'yang', 'bahkan', 'lebih', 'berbahaya', 'dari', 'apa', 'yang', 'terjadi'];['bumi', 'hanya', 'sedang', 'memulihkan', 'diri', 'dari', 'bencana', 'yang', 'ditimbulkan', 'diri', 'ini', 'virus', 'yang', 'bahkan', 'lebih', 'berbahaya', 'dari', 'apa', 'yang', 'terjadi'];bumi hanya sedang memulihkan diri dari bencana yang ditimbulkan diri ini virus yang bahkan lebih berbahaya dari apa yang terjadi
749;Total lockdown is impossible tapi bila one by one dilonggarkan takkan membantu rangkaian covid putus. And kami penat kerja within pkp season. Sangat penat;-1.0;total lockdown is impossible tapi bila one by one dilonggarkan takkan membantu rangkaian covid putus and kami penat kerja within pkp season sangat penat;['total', 'lockdown', 'is', 'impossible', 'tapi', 'bila', 'one', 'by', 'one', 'dilonggarkan', 'takkan', 'membantu', 'rangkaian', 'covid', 'putus', 'and', 'kami', 'penat', 'kerja', 'within', 'pkp', 'season', 'sangat', 'penat'];['total', 'lockdown', 'is', 'impossible', 'tapi', 'bila', 'one', 'by', 'one', 'dilonggarkan', 'takkan', 'membantu', 'rangkaian', 'covid', 'putus', 'and', 'kami', 'penat', 'kerja', 'within', 'pkp', 'season', 'sangat', 'penat'];total lockdown is impossible tapi bila one by one dilonggarkan takkan membantu rangkaian covid putus and kami penat kerja within pkp season sangat penat
750;TaniHub, startup e-commerce produk-produk pertanian mengalami peningkatan penjualan produk tanaman herbal sebesar 20% selama pandemi Covid-19 merebak di Indonesia.;1.0;tanihub startup commerce produk produk pertanian mengalami peningkatan penjualan produk tanaman herbal sebesar   selama pandemi covid   merebak di indonesia;['tanihub', 'startup', 'commerce', 'produk', 'produk', 'pertanian', 'mengalami', 'peningkatan', 'penjualan', 'produk', 'tanaman', 'herbal', 'sebesar', 'selama', 'pandemi', 'covid', 'merebak', 'di', 'indonesia'];['tanihub', 'startup', 'commerce', 'produk', 'produk', 'pertanian', 'mengalami', 'peningkatan', 'penjualan', 'produk', 'tanaman', 'herbal', 'sebesar', 'selama', 'pandemi', 'covid', 'merebak', 'di', 'indonesia'];tanihub startup commerce produk produk pertanian mengalami peningkatan penjualan produk tanaman herbal sebesar selama pandemi covid merebak di indonesia
751;scenario terbaik saat ini buat Covid-19 jumlah kematiam di angka 120k orang, scenario terburuk di 2,6jt orang;0.0;scenario terbaik saat ini buat covid   jumlah kematiam di angka    k orang scenario terburuk di    jt orang;['scenario', 'terbaik', 'saat', 'ini', 'buat', 'covid', 'jumlah', 'kematiam', 'di', 'angka', 'k', 'orang', 'scenario', 'terburuk', 'di', 'jt', 'orang'];['scenario', 'terbaik', 'saat', 'ini', 'buat', 'covid', 'jumlah', 'kematiam', 'di', 'angka', 'k', 'orang', 'scenario', 'terburuk', 'di', 'jt', 'orang'];scenario terbaik saat ini buat covid jumlah kematiam di angka k orang scenario terburuk di jt orang
752;Adanya covid, manusia berupaya membunuh virus tersebut dg segala cara untuk karena dianggap merugikan. Bumi pun mungkin sama, berupaya membunuh manusia karena dianggap merugikan bumi. Maybe?;-1.0;adanya covid manusia berupaya membunuh virus tersebut dg segala cara untuk karena dianggap merugikan bumi pun mungkin sama berupaya membunuh manusia karena dianggap merugikan bumi maybe;['adanya', 'covid', 'manusia', 'berupaya', 'membunuh', 'virus', 'tersebut', 'dg', 'segala', 'cara', 'untuk', 'karena', 'dianggap', 'merugikan', 'bumi', 'pun', 'mungkin', 'sama', 'berupaya', 'membunuh', 'manusia', 'karena', 'dianggap', 'merugikan', 'bumi', 'maybe'];['adanya', 'covid', 'manusia', 'berupaya', 'membunuh', 'virus', 'tersebut', 'dg', 'segala', 'cara', 'untuk', 'karena', 'dianggap', 'merugikan', 'bumi', 'pun', 'mungkin', 'sama', 'berupaya', 'membunuh', 'manusia', 'karena', 'dianggap', 'merugikan', 'bumi', 'maybe'];adanya covid manusia berupaya membunuh virus tersebut dg segala cara untuk karena dianggap merugikan bumi pun mungkin sama berupaya membunuh manusia karena dianggap merugikan bumi maybe
753;Antisipasi Covid-19 Masuk Tinada, Babinsa Terus Jaga Posko di Gerbang Desa;1.0;antisipasi covid   masuk tinada babinsa terus jaga posko di gerbang desa;['antisipasi', 'covid', 'masuk', 'tinada', 'babinsa', 'terus', 'jaga', 'posko', 'di', 'gerbang', 'desa'];['antisipasi', 'covid', 'masuk', 'tinada', 'babinsa', 'terus', 'jaga', 'posko', 'di', 'gerbang', 'desa'];antisipasi covid masuk tinada babinsa terus jaga posko di gerbang desa
754;Terkait Covid-19, Michdan sbg Kuasa hukum berpendapat bahwa Baasyir adalah salah satu narapidana yang wajib diprioritaskan karena rentan kesehatan. asyir juga saat ini berusia 81 tahun.Apa kah pemerintah membebaskan nya  ;0.0;terkait covid   michdan sbg kuasa hukum berpendapat bahwa baasyir adalah salah satu narapidana yang wajib diprioritaskan karena rentan kesehatan asyir juga saat ini berusia   tahun apa kah pemerintah membebaskan nya;['terkait', 'covid', 'michdan', 'sbg', 'kuasa', 'hukum', 'berpendapat', 'bahwa', 'baasyir', 'adalah', 'salah', 'satu', 'narapidana', 'yang', 'wajib', 'diprioritaskan', 'karena', 'rentan', 'kesehatan', 'asyir', 'juga', 'saat', 'ini', 'berusia', 'tahun', 'apa', 'kah', 'pemerintah', 'membebaskan', 'nya'];['terkait', 'covid', 'michdan', 'sbg', 'kuasa', 'hukum', 'berpendapat', 'bahwa', 'baasyir', 'adalah', 'salah', 'satu', 'narapidana', 'yang', 'wajib', 'diprioritaskan', 'karena', 'rentan', 'kesehatan', 'asyir', 'juga', 'saat', 'ini', 'berusia', 'tahun', 'apa', 'kah', 'pemerintah', 'membebaskan', 'nya'];terkait covid michdan sbg kuasa hukum berpendapat bahwa baasyir adalah salah satu narapidana yang wajib diprioritaskan karena rentan kesehatan asyir juga saat ini berusia tahun apa kah pemerintah membebaskan nya
755;PKB Lebong Semangati Satuan Gugus Tugas Penangan Covid di Perbatasan;1.0;pkb lebong semangati satuan gugus tugas penangan covid di perbatasan;['pkb', 'lebong', 'semangati', 'satuan', 'gugus', 'tugas', 'penangan', 'covid', 'di', 'perbatasan'];['pkb', 'lebong', 'semangati', 'satuan', 'gugus', 'tugas', 'penangan', 'covid', 'di', 'perbatasan'];pkb lebong semangati satuan gugus tugas penangan covid di perbatasan
756;Small Donation, Big Impact. Kita sama-sama berdoa pandemik COVID-19 ini segera berakhir. Semoga ada doa dalam kalangan kita dimakbulkan.;1.0;small donation big impact kita sama sama berdoa pandemik covid   ini segera berakhir semoga ada doa dalam kalangan kita dimakbulkan;['small', 'donation', 'big', 'impact', 'kita', 'sama', 'sama', 'berdoa', 'pandemik', 'covid', 'ini', 'segera', 'berakhir', 'semoga', 'ada', 'doa', 'dalam', 'kalangan', 'kita', 'dimakbulkan'];['small', 'donation', 'big', 'impact', 'kita', 'sama', 'sama', 'berdoa', 'pandemik', 'covid', 'ini', 'segera', 'berakhir', 'semoga', 'ada', 'doa', 'dalam', 'kalangan', 'kita', 'dimakbulkan'];small donation big impact kita sama sama berdoa pandemik covid ini segera berakhir semoga ada doa dalam kalangan kita dimakbulkan
757;Update Covid-19 Bengkulu, Ada tambahan 4 kasus ODP;0.0;update covid   bengkulu ada tambahan   kasus odp;['update', 'covid', 'bengkulu', 'ada', 'tambahan', 'kasus', 'odp'];['update', 'covid', 'bengkulu', 'ada', 'tambahan', 'kasus', 'odp'];update covid bengkulu ada tambahan kasus odp
758;Personel Satbrimob Polda Kepri yang bertugas dalam Pengamanan Pembangunan Rumah Sakit Khusus Covid-19 di Pulau Galang melaksanakan Patroli dan menghimbau masyarakat terkait maklumat Kapolri, Sabtu (11/04/2020).;1.0;personel satbrimob polda kepri yang bertugas dalam pengamanan pembangunan rumah sakit khusus covid   di pulau galang melaksanakan patroli dan menghimbau masyarakat terkait maklumat kapolri sabtu  ;['personel', 'satbrimob', 'polda', 'kepri', 'yang', 'bertugas', 'dalam', 'pengamanan', 'pembangunan', 'rumah', 'sakit', 'khusus', 'covid', 'di', 'pulau', 'galang', 'melaksanakan', 'patroli', 'dan', 'menghimbau', 'masyarakat', 'terkait', 'maklumat', 'kapolri', 'sabtu'];['personel', 'satbrimob', 'polda', 'kepri', 'yang', 'bertugas', 'dalam', 'pengamanan', 'pembangunan', 'rumah', 'sakit', 'khusus', 'covid', 'di', 'pulau', 'galang', 'melaksanakan', 'patroli', 'dan', 'menghimbau', 'masyarakat', 'terkait', 'maklumat', 'kapolri', 'sabtu'];personel satbrimob polda kepri yang bertugas dalam pengamanan pembangunan rumah sakit khusus covid di pulau galang melaksanakan patroli dan menghimbau masyarakat terkait maklumat kapolri sabtu
759;Sabtu, 11 April 202014.00 WibData ODP, PDP dan Terkonfirmasi Positif Covid-19 Kota Bogor1. Orang Dalam Pemantauan (ODP) :- Jumlah : 901- Selesai : 485- Dalam Pemantauan : 4162. Pasien Dalam Pengawasan (PDP);0.0;sabtu <date>     wibdata odp pdp dan terkonfirmasi positif covid   kota bogor orang dalam pemantauan odp jumlah   selesai   dalam pemantauan   pasien dalam pengawasan pdp;['sabtu', '<', 'date', '>', 'wibdata', 'odp', 'pdp', 'dan', 'terkonfirmasi', 'positif', 'covid', 'kota', 'bogor', 'orang', 'dalam', 'pemantauan', 'odp', 'jumlah', 'selesai', 'dalam', 'pemantauan', 'pasien', 'dalam', 'pengawasan', 'pdp'];['sabtu', '<', 'date', '>', 'wibdata', 'odp', 'pdp', 'dan', 'terkonfirmasi', 'positif', 'covid', 'kota', 'bogor', 'orang', 'dalam', 'pemantauan', 'odp', 'jumlah', 'selesai', 'dalam', 'pemantauan', 'pasien', 'dalam', 'pengawasan', 'pdp'];sabtu < date > wibdata odp pdp dan terkonfirmasi positif covid kota bogor orang dalam pemantauan odp jumlah selesai dalam pemantauan pasien dalam pengawasan pdp
760;Botak la apa lgi. Covid pon licin nk hinggap.;-1.0;botak la apa lgi covid pon licin nk hinggap;['botak', 'la', 'apa', 'lgi', 'covid', 'pon', 'licin', 'nk', 'hinggap'];['botak', 'la', 'apa', 'lgi', 'covid', 'pon', 'licin', 'nk', 'hinggap'];botak la apa lgi covid pon licin nk hinggap
761;disaat orang orang pada mengelukan tenaga medis dan paramedis sbg garda terdepan situasi saat ini, disitu malah nolak pemakaman jenazah perawat yg diduga covid, saaa ae lu tong tongg....;-1.0;disaat orang orang pada mengelukan tenaga medis dan paramedis sbg garda terdepan situasi saat ini disitu malah nolak pemakaman jenazah perawat yg diduga covid saaa ae lu tong tongg;['disaat', 'orang', 'orang', 'pada', 'mengelukan', 'tenaga', 'medis', 'dan', 'paramedis', 'sbg', 'garda', 'terdepan', 'situasi', 'saat', 'ini', 'disitu', 'malah', 'nolak', 'pemakaman', 'jenazah', 'perawat', 'yg', 'diduga', 'covid', 'saaa', 'ae', 'lu', 'tong', 'tongg'];['disaat', 'orang', 'orang', 'pada', 'mengelukan', 'tenaga', 'medis', 'dan', 'paramedis', 'sbg', 'garda', 'terdepan', 'situasi', 'saat', 'ini', 'disitu', 'malah', 'nolak', 'pemakaman', 'jenazah', 'perawat', 'yg', 'diduga', 'covid', 'saaa', 'ae', 'lu', 'tong', 'tongg'];disaat orang orang pada mengelukan tenaga medis dan paramedis sbg garda terdepan situasi saat ini disitu malah nolak pemakaman jenazah perawat yg diduga covid saaa ae lu tong tongg
762;kemarin world war 3 katanya mau kiamat, sekarang banyak gunung berapi erupsi dan ada covid-19 katanya lagi mau kiamat. kiamat itu pasti terjadi tapi hanya allah swt. yang tau;0.0;kemarin world war   katanya mau kiamat sekarang banyak gunung berapi erupsi dan ada covid   katanya lagi mau kiamat kiamat itu pasti terjadi tapi hanya allah swt yang tau;['kemarin', 'world', 'war', 'katanya', 'mau', 'kiamat', 'sekarang', 'banyak', 'gunung', 'berapi', 'erupsi', 'dan', 'ada', 'covid', 'katanya', 'lagi', 'mau', 'kiamat', 'kiamat', 'itu', 'pasti', 'terjadi', 'tapi', 'hanya', 'allah', 'swt', 'yang', 'tau'];['kemarin', 'world', 'war', 'katanya', 'mau', 'kiamat', 'sekarang', 'banyak', 'gunung', 'berapi', 'erupsi', 'dan', 'ada', 'covid', 'katanya', 'lagi', 'mau', 'kiamat', 'kiamat', 'itu', 'pasti', 'terjadi', 'tapi', 'hanya', 'allah', 'swt', 'yang', 'tau'];kemarin world war katanya mau kiamat sekarang banyak gunung berapi erupsi dan ada covid katanya lagi mau kiamat kiamat itu pasti terjadi tapi hanya allah swt yang tau
763;Rakyat Indonesia Cemburu Cara Malaysia Tanggani Covid-19, Kita Bagaimana, Syukur Atau Kufur? (bersama video) - Minda Rakyat;-1.0;rakyat indonesia cemburu cara malaysia tanggani covid   kita bagaimana syukur atau kufur bersama video minda rakyat;['rakyat', 'indonesia', 'cemburu', 'cara', 'malaysia', 'tanggani', 'covid', 'kita', 'bagaimana', 'syukur', 'atau', 'kufur', 'bersama', 'video', 'minda', 'rakyat'];['rakyat', 'indonesia', 'cemburu', 'cara', 'malaysia', 'tanggani', 'covid', 'kita', 'bagaimana', 'syukur', 'atau', 'kufur', 'bersama', 'video', 'minda', 'rakyat'];rakyat indonesia cemburu cara malaysia tanggani covid kita bagaimana syukur atau kufur bersama video minda rakyat
764;Mereka cocok di jadikan sebagai Kelinci Percobaan Vaksin Covid 19.;-1.0;mereka cocok di jadikan sebagai kelinci percobaan vaksin covid  ;['mereka', 'cocok', 'di', 'jadikan', 'sebagai', 'kelinci', 'percobaan', 'vaksin', 'covid'];['mereka', 'cocok', 'di', 'jadikan', 'sebagai', 'kelinci', 'percobaan', 'vaksin', 'covid'];mereka cocok di jadikan sebagai kelinci percobaan vaksin covid
765;Mungkin rindu suasana , sebelum negara api menyerang (covid) ;0.0;mungkin rindu suasana sebelum negara api menyerang covid;['mungkin', 'rindu', 'suasana', 'sebelum', 'negara', 'api', 'menyerang', 'covid'];['mungkin', 'rindu', 'suasana', 'sebelum', 'negara', 'api', 'menyerang', 'covid'];mungkin rindu suasana sebelum negara api menyerang covid
766;Penyemprotan Disifektan covid 19 mandiri;1.0;penyemprotan disifektan covid   mandiri;['penyemprotan', 'disifektan', 'covid', 'mandiri'];['penyemprotan', 'disifektan', 'covid', 'mandiri'];penyemprotan disifektan covid mandiri
767;Sayuranch, startup sayuran berbasis daring mengaku mengalami peningkatan omzet sekitar 30-35% selama penerapan bekerja dari rumah (work from home/WFH) saat pandemi Covid-19.;1.0;sayuranch startup sayuran berbasis daring mengaku mengalami peningkatan omzet sekitar     selama penerapan bekerja dari rumah work from homewfh saat pandemi covid  ;['sayuranch', 'startup', 'sayuran', 'berbasis', 'daring', 'mengaku', 'mengalami', 'peningkatan', 'omzet', 'sekitar', 'selama', 'penerapan', 'bekerja', 'dari', 'rumah', 'work', 'from', 'homewfh', 'saat', 'pandemi', 'covid'];['sayuranch', 'startup', 'sayuran', 'berbasis', 'daring', 'mengaku', 'mengalami', 'peningkatan', 'omzet', 'sekitar', 'selama', 'penerapan', 'bekerja', 'dari', 'rumah', 'work', 'from', 'homewfh', 'saat', 'pandemi', 'covid'];sayuranch startup sayuran berbasis daring mengaku mengalami peningkatan omzet sekitar selama penerapan bekerja dari rumah work from homewfh saat pandemi covid
768;Perawat medis diusir, jenazah covid tidak diterima, beli masker sak dus isinya batu. Sudah benar apa yg dikatakan Thomas Hobbes tentang homo homini lupus (manusia adalah serigala bagi manusia lain);-1.0;perawat medis diusir jenazah covid tidak diterima beli masker sak dus isinya batu sudah benar apa yg dikatakan thomas hobbes tentang homo homini lupus manusia adalah serigala bagi manusia lain;['perawat', 'medis', 'diusir', 'jenazah', 'covid', 'tidak', 'diterima', 'beli', 'masker', 'sak', 'dus', 'isinya', 'batu', 'sudah', 'benar', 'apa', 'yg', 'dikatakan', 'thomas', 'hobbes', 'tentang', 'homo', 'homini', 'lupus', 'manusia', 'adalah', 'serigala', 'bagi', 'manusia', 'lain'];['perawat', 'medis', 'diusir', 'jenazah', 'covid', 'tidak', 'diterima', 'beli', 'masker', 'sak', 'dus', 'isinya', 'batu', 'sudah', 'benar', 'apa', 'yg', 'dikatakan', 'thomas', 'hobbes', 'tentang', 'homo', 'homini', 'lupus', 'manusia', 'adalah', 'serigala', 'bagi', 'manusia', 'lain'];perawat medis diusir jenazah covid tidak diterima beli masker sak dus isinya batu sudah benar apa yg dikatakan thomas hobbes tentang homo homini lupus manusia adalah serigala bagi manusia lain
769;COVID-19 : 165 pulih, 184 kes baharu, tiga kematian direkodkan;0.0;covid     pulih   kes baharu tiga kematian direkodkan;['covid', 'pulih', 'kes', 'baharu', 'tiga', 'kematian', 'direkodkan'];['covid', 'pulih', 'kes', 'baharu', 'tiga', 'kematian', 'direkodkan'];covid pulih kes baharu tiga kematian direkodkan
770;Akak Covid 19;-1.0;akak covid  ;['akak', 'covid'];['akak', 'covid'];akak covid
771;udah ditumpuk ke bapak yang di atas, semoga berkah buat semua, semoga bisa menjadi bantuan untuk penanganan covid-19.;1.0;udah ditumpuk ke bapak yang di atas semoga berkah buat semua semoga bisa menjadi bantuan untuk penanganan covid  ;['udah', 'ditumpuk', 'ke', 'bapak', 'yang', 'di', 'atas', 'semoga', 'berkah', 'buat', 'semua', 'semoga', 'bisa', 'menjadi', 'bantuan', 'untuk', 'penanganan', 'covid'];['udah', 'ditumpuk', 'ke', 'bapak', 'yang', 'di', 'atas', 'semoga', 'berkah', 'buat', 'semua', 'semoga', 'bisa', 'menjadi', 'bantuan', 'untuk', 'penanganan', 'covid'];udah ditumpuk ke bapak yang di atas semoga berkah buat semua semoga bisa menjadi bantuan untuk penanganan covid
772;"kadang aneh sama orang"" kaya gini,menolak penguburan korban covid tapi mereka bergerombol seolah"" udah paling kebal,wtf";-1.0;kadang aneh sama orang kaya gini menolak penguburan korban covid tapi mereka bergerombol seolah udah paling kebal wtf;['kadang', 'aneh', 'sama', 'orang', 'kaya', 'gini', 'menolak', 'penguburan', 'korban', 'covid', 'tapi', 'mereka', 'bergerombol', 'seolah', 'udah', 'paling', 'kebal', 'wtf'];['kadang', 'aneh', 'sama', 'orang', 'kaya', 'gini', 'menolak', 'penguburan', 'korban', 'covid', 'tapi', 'mereka', 'bergerombol', 'seolah', 'udah', 'paling', 'kebal', 'wtf'];kadang aneh sama orang kaya gini menolak penguburan korban covid tapi mereka bergerombol seolah udah paling kebal wtf
773;Terima kasih untuk semua tenaga medis yang telah berjuang di garis terdepan melawan COVID 19 ;1.0;terima kasih untuk semua tenaga medis yang telah berjuang di garis terdepan melawan covid  ;['terima', 'kasih', 'untuk', 'semua', 'tenaga', 'medis', 'yang', 'telah', 'berjuang', 'di', 'garis', 'terdepan', 'melawan', 'covid'];['terima', 'kasih', 'untuk', 'semua', 'tenaga', 'medis', 'yang', 'telah', 'berjuang', 'di', 'garis', 'terdepan', 'melawan', 'covid'];terima kasih untuk semua tenaga medis yang telah berjuang di garis terdepan melawan covid
774;"Min punteun , klo bebas denda gara"" covid-19 teh dugi ka kaping sbraha? Sareng upami samsat induk soreang masih buka atau tidak?Nuhun";0.0;min punteun klo bebas denda gara covid   teh dugi ka kaping sbraha sareng upami samsat induk soreang masih buka atau tidak nuhun;['min', 'punteun', 'klo', 'bebas', 'denda', 'gara', 'covid', 'teh', 'dugi', 'ka', 'kaping', 'sbraha', 'sareng', 'upami', 'samsat', 'induk', 'soreang', 'masih', 'buka', 'atau', 'tidak', 'nuhun'];['min', 'punteun', 'klo', 'bebas', 'denda', 'gara', 'covid', 'teh', 'dugi', 'ka', 'kaping', 'sbraha', 'sareng', 'upami', 'samsat', 'induk', 'soreang', 'masih', 'buka', 'atau', 'tidak', 'nuhun'];min punteun klo bebas denda gara covid teh dugi ka kaping sbraha sareng upami samsat induk soreang masih buka atau tidak nuhun
