,TIDAK BAKU,BAKU
12829,colokkan,colokan
12830,comando,commando
12831,cmiiw,correct me if i am wrong
12832,cogant,cowok ganteng
12833,brainwash,cuci otak
12834,coeg,cuk
12835,cikai,cukai
12836,blacklist,daftar hitam
12837,cedak,dekat
12838,bibib,habib
12839,bhahahaha,haha
12840,bhahahahahahaa,haha
12841,bhahahahak,haha
12842,bhuakakakaka,haha
12843,brahahahaa,haha
12844,buahahaha,haha
12845,buuwhaha,haha
12846,bwahaha,haha
12847,bwahahahhahha,haha
12848,bwahahhahaha,haha
12849,buntingnya,hamilnya
12850,bondo,harta
12851,bzz,hem
12852,bumil,ibu hamil
12853,bible,injil
12854,bininya,istrinya
12855,ciah,jiah
12856,calculus,kalkulus
12857,campaign,kampanye
12858,campus,kampus
12859,campuss,kampus
12860,bikos,karena
12861,cillik,kecil
12862,claim,klaim
12863,clasic,klasik
12864,comment,komen
12865,camtu,macam itu
12866,ceu,mbak
12867,blendung,melendung
12868,cengkudu,mengkudu
12869,brand,merek
12870,brandnya,mereknya
12871,bilion,miliar
12872,bodat,monyet
12873,coach,pelatih
12874,blas,sama sekali
12875,blass,sama sekali
12876,cageur,sehat
12877,cembilan,sembilan
12878,centra2,sentra sentra
12879,cepi,sepi
12880,cetan,setan
12881,cekcih,sexy
12882,cipp,sip
12883,cipiit,sipit
12884,beye,susilo bambang yudhoyono
12885,beuh,weh
12886,beuhh,weh
12887,boakaka,wkwk
12888,brekekekekek,wkwk
12889,brekekekekekek,wkwk
12890,bruakakakak,wkwk
12891,ckakakakak,wkwk
12892,ckckc,wkwk
12893,ckckck,wkwk
12894,ckckckck,wkwk
12895,dedeq,adik
12896,debaynya,adik bayinya
12897,densus,betasemen khusus
12898,cpns,calon pegawai negeri sipil
12899,cramah,ceramah
12900,crita,cerita
12901,crta,cerita
12903,cyduk,ciduk
12904,cuih,cih
12905,cuihh,cih
12906,cuyih,cih
12907,cuihwoosoeokjung,cih wooseok jung
12908,cyinta,cinta
12909,cyn,cinta
12910,comunity,community
12911,congornyapecah,congornya pecah
12912,congrat,congratulation
12913,congratulationsgeoparkciletuh,congratulations geopark ciletuh
12914,cp,contact person
12915,conth,contoh
12916,contoilah,contohilah
12917,copotkapoldajabar,copot kepala polisi daerah jawa barat
12918,copas,copy paste
12919,cowo2,cowok cowok
12920,cowok2,cowok cowok
12921,cowonya,cowoknya
12922,cuuyy,coy
12923,cuy,coy
12924,cpugg,cpu gg
12925,cringey,cringe
12926,cr,cristiano ronaldo
12927,cr7,cristiano ronaldo
12928,croot,crot
12929,croott,crot
12930,crott,crot
12931,cruz,crush
12932,cuap2,cuap cuap
12933,cuapcuap,cuap cuap
12934,cuwit,cuit
12935,cuit2,cuit cuit
12936,cukk,cuk
12937,cukop,cukup
12938,cukupsatuperiode,cukup satu periode
12939,cume,Cuma
12940,cumabercandagaiss,cuma bercanda guys
12941,cumi2,cumi cumi
12942,cupuu,cupu
12943,curcol,curhat colongan
12944,curut2,curut curut
12945,cutepasutri,cute pasangat suami istri
12946,cyberarmy,cyber army
12947,daddies,daddy
12948,daerah√¢,daerah
12949,daerah2,daerah daerah
12950,daerahdki,daerah jakarta
12951,dapil,daerah pemilihan
12952,dapil1,daerah pemilihan
12953,daghh,dah
12954,dhla,dahlan
12955,dahsyat2,dahsyat dahsyat
12956,dahulukanrakyat,dahulukan rakyat
12957,dalm,dalam
12958,daleman,dalaman
12959,dalemnya,dalamnya
12960,dalang2nya,dalang dalangnya
12961,damaidaricirebon,damai dari cirebon
12962,dan√¢,dan
12963,danhatikecilkubicara,dan hati kecilku bicara
12964,danainvestorasing,dana investor asing
12965,dan√¢¬ sosial,dana sosial
12966,dan√¢¬ wajah,dana wajah
12967,danain,danai
12968,dananyo,dananya
12969,danibawa,dani bawa
12970,dapurr,dapur
12971,darimana,dari mana
12972,darimna,dari mana
12973,daritadi,dari tadi
12974,darkside,dark side
12975,dharma,darma
12976,dharna,darma
12977,darulaman,darul aman
12978,daruratdemokrasi,darurat demokrasi
12979,daruratduniaperadilanindonesia,darurat dunia peradilan indonesia
12980,daruratpki,darurat partai komunis indonesia
12981,dasarr,dasar
12982,dasr,dasar
12983,dasadasar,dasar dasar
12984,data2,data data
12985,dfd,data flow diagram
12986,datangg,datang
12987,dato√¢,datu
12988,day6,day 6
12989,daiyaku,dayaku
12990,dbodohi,dbodohi
12991,deathnote,death note
12992,debad,debat
12993,debatfinalpilkadajkt,debat final pemilihan kepala daerah jakarta
12994,difensif,defensif
12995,dgan,degan
12996,dekalarasi,deklarasi
12997,delici,delicious
12998,deliveringhappiness,delivering happiness
12999,demoo,demo
13000,demo2,demo demo
13001,democra,demokrasi
13002,demokrasi√¢,demokrasi
13003,denga,dengan
13004,denngan,dengan
13005,dgnya,dengannya
13006,denger2,dengar dengar
13007,dengernya,dengarnya
13008,depkes,departemen kesehatan
13009,desa2,desa desa
13010,detik2,detik detik
13011,detik2terahir,detik detik terakhir
13012,debatfinaldki,devat final daerah khusus ibukota
13013,diatas,di atas
13014,diawal,di awal
13015,dibandara,di bandara
13016,dibank,di bank
13017,dibatas,di batas
13018,dibawah,di bawah
13019,dibelakang,di belakang
13020,diblkg,di belakang
13021,dbogor,di bogor
13022,dibui,di bui
13023,dibumi,di bumi
13024,dicomberan,di comberan
13025,didaerah,di daerah
13026,didaerah2,di daerah daerah
13027,didalam,di dalam
13028,didlm,di dalam
13029,didanau,di danau
13030,didarat,di darat
13031,didepan,di depan
13032,didragon,di dragon
13033,didunia,di dunia
13034,didumay,di dunia maya
13035,diera,di era
13036,digarasi,di garasi
13037,digereja,di gereja
13038,dihalaman,di halaman
13039,dihalte,di halte
13040,dihatiku,di hatiku
13041,dihutan,di hutan
13042,diindonesia,di indonesia
13043,dijakarta,di jakarta
13044,dijalan,di jalan
13045,dijidat,di jidat
13046,dikamar,di kamar
13047,dikampung,di kampung
13048,dikantor,di kantor
13049,dikarang,di karang
13050,dikasus,di kasus
13051,dikedua,di kedua
13052,dikoter,di kelompok terbang
13053,dikolam,di kolam
13054,dikolong,di kolong
13055,dikotak,di kotak
13056,di√¢¬ tmii,di taman mini indonesia indah
13057,dijaman,di zaman
13058,die2,dia dia
13059,diakuin,diakui
13060,dialog2,dialog dialog
13061,diam2,diam diam
13062,diem2an,diam diaman
13063,diamlo,diam lu
13064,diemlu,diam lu
13065,diamanin,diamankan
13066,diancem,diancam
13067,dianggsp,dianggap
13068,dantaranya,diantaranya
13069,dbhas,dibahas
13070,dibales,dibalas
13071,dibnding,dibanding
13072,dibangga2kan,dibangga banggakan
13073,dibangkitin,dibangkitkan
13074,dibangunin,dibangunkan
13075,dibatalin,dibatalkan
13076,dibayarin,dibayari
13077,dibecandain,dibecandai
13078,dibelain,dibela
13079,dibelanje,dibelanja
13080,dibeliin,dibelikan
13081,dibenerin,dibenarkan
13082,diberanguss,diberangus
13083,dibercandain,dibercandai
13084,diberhentiin,diberhentikan
13085,diberitain,diberitakan
13086,dbsk,dibesuk
13087,dibicarain,dibicarakan
13088,dbilang,dibilang
13089,diblng,dibilang
13090,dibilangin,dibilangi
13091,dibimbin,dibimbing
13092,diblock,diblok
13093,dibocorin,dibocorkan
13094,dibodo,dibodohi
13095,dibodoh,dibodohi
13096,diapusi,dibohongi
13097,dibikin,dibuat
13098,dibikinin,dibuatkan
13099,dibikinkan,dibuatkan
13100,dibubari,dibubarkan
13101,dibubarin,dibubarkan
13102,dibucinin,dibudakcintakan
13103,dibunderi,dibundari
13104,dbunuh,dibunuh
13105,dibutuhkn,dibutuhkan
13106,dicapreskan,dicalonpresidenkan
13107,dicarin,dicari
13108,dicekel,dicekal
13109,dicemburuin,dicemburui
13110,dicengkram,dicengkeram
13111,dicepetin,dicepatkan
13112,diceramahin,dicerahami
13113,diceritain,diceritakan
13114,diciumin,diciumi
13115,dicroottin,dicrotin
13116,dicrotin,dicrotin
13117,ddahului,didahului
13118,didlmnya,didalamnya
13119,didpt,didapat
13120,didptkn,didapatkan
13121,didasrkan,didasarkan
13122,didudukin,diduduki
13123,dduga,diduga
13124,dienyek,diejek
13125,di3nth0t,dientot
13126,dientotin,dientot
13127,dietot,dientot
13128,diewe,dientot
13129,dikentu,dientot
13130,digebukin,digebuki
13131,digedein,digedekan
13132,digentayangin,digentayangi
13133,digrebek,digerebek
13134,digreja,digereja
13135,dijit,digit
13136,digosipin,digosipkan
13137,dgnakan,digunakan
13138,dgunakan,digunakan
13139,digunakn,digunakan
13140,digusur2,digusur gusur
13141,dihadapai,dihadapi
13142,dihantem,dihantam
13143,diapusin,dihapusi
13144,dihebohin,dihebohkan
13145,dihina2,dihina hina
13146,diitung,dihitung
13147,diizabah,diijabah
13148,diiket,diikat
13149,diikutin,diikuti
13150,diendahkan,diindahkan
13151,diingatin,diingatkan
13152,diingatkn,diingatkan
13153,diingini,diinginkan
13154,diinjek,diinjak
13155,diijinkan,diizinkan
13156,dijagain,dijaga
13157,dijaj,dijajah
13158,dijalanin,dijalani
13159,dijelek2in,dijelek jelekkan
13160,dijualin,dijual
13161,dikobul,dikabul
13162,dikacangin,dikacangi
13163,dikadalin,dikadali
13164,dikasi,dikasih
13165,dikasianin,dikasihani
13166,dianjingin,dikatai anjing
13167,dikawalselia,dikawal selia
13168,dikejar2,dikejar kejar
13169,dikeluarin,dikeluarkan
13170,dibalikin,dikembalikan
13171,dikembalikannya√¢,dikembalikannya
13172,diketekin,diketeki
13173,dikuatirkan,dikhawatirkan
13174,dihianati,dikhianati
13175,dikususkan,dikhususkan
13176,dikibulin,dikibuli
13177,dikipasin,dikipasi
13178,diclaim,diklaim
13179,dicodein,dikode
13180,diconfirm,dikonfirmasi
13181,dikuliahin,dikuliahi
13182,dilabelin,dilabeli
13183,dibriefing,dipengarahan
13184,depermasalahkan,dipermasalahkan
13185,dbdshow,dirtbag dan show
13186,digundrung,dirundung
13187,deskriminasi,diskriminasi
13188,didownload,diunduh
13189,daiping,diving
13190,devisi,divisi
13191,dfact,fact
13192,dich,ih
13193,dih,ih
13194,dadio,jadilah
13195,dancok,jancuk
13196,diiah,jiah
13197,cool,keren
13198,cool2,keren keren
13199,construction,konstruksi
13200,contactnya,kontaknya
13201,croatia,kroasia
13202,cuwat,kuat
13203,deui,lagi
13204,delok,lihat
13205,confusius,membingungkan
13206,countrynya,negaranya
13207,cunihin,penggoda
13208,dawuh,perintah
13209,dawuh2,perintah perintah
13210,cyg,sayang
13211,dikit2,sedikit sedikit
13212,dewek,sendiri
13213,cz,soalnya
13214,contekan,sontekan
13215,demennya,sukanya
13216,cumpah,sumpah
13217,dholim,zalim
13218,dholimi,zalimi
13219,duch,aduh
13220,edvan,advance
13221,ekeu,aku
13222,dm2an,berbalas pesan
13223,djan,bermain disc jockey
13224,ebong,cebong
13225,ebonk,cebong
13226,ebonger,cebonger
13227,dki,daerah khusus ibukota
13228,dki1,daerah khusus ibukota 1
13229,dmai,damai
13230,dkk,dan kawan kawan
13231,dll,dan lain lain
13232,dlsb,dan lain sebagainya
13233,dsbnya,dan sebagainya
13234,dstnya,dan seterusnya
13235,dpat,dapat
13236,dpatkan,dapatkan
13237,drp,daripada
13238,drprd,daripada
13239,dpp,dasar pengenaan pajak
13240,dsrnya,dasarnya
13241,dtr,datar
13242,dtik,detik
13243,dkm,dewan kemakmuran masjid
13244,dmi,dewan masjid indonesia
13245,dpd,dewan perwakilan daerah
13246,dpr,dewan perwakilan rakyat
13247,dprd,dewan perwakilan rakyat daerah
13248,dprdnya,dewan perwakilan rakyat daerahnya
13249,dpc,dewan pimpinan cabang
13250,dkuburan,di kuburan
13251,dilock,di kunci
13252,dilaut,di laut
13253,diprotect,di lindungi
13254,dilokalisasi,di lokalisasi
13255,diluar,di luar
13256,dimall,di mal
13257,dimalaysia,di malaysia
13258,dimasa,di masa
13259,dimasyarakat,di masyarakat
13260,dimedan,di medan
13261,disosmed,di media sosial
13262,dimeki,di memek
13263,dimonas,di monas
13264,dimuka,di muka
13265,dinegara,di negara
13266,dinegeri,di negeri
13267,diorang,di orang
13268,diorganisasi,di organisasi
13269,diormas,di organisasi masyarakat
13270,dipagi,di pagi
13271,dipantat,di pantat
13272,dipenjara,di penjara
13273,dipenjaranya,di penjaranya
13274,diperkampungan,di perkampungan
13275,diradio,di radio
13276,direzim,di rezim
13277,dirohingnya,di rohingya
13278,dirumah,di rumah
13279,disa,di saat
13280,disaat,di saat
13281,disana,di sana
13282,disono,di sana
13283,disebelah,di sebelah
13284,disebuah,di sebuah
13285,disekte,di sekte
13286,disemua,di semua
13287,disepakbola,di sepak bola
13288,disimpang,di simpang
13289,disini,di sini
13290,disini√∞,di sini
13291,disinii,di sini
13292,disisa,di sisa
13293,disisi,di sisi
13294,disitu,di situ
13295,disolo,di solo
13296,distudio,di studio
13297,disuatu,di suatu
13298,disukmaku,di sukmaku
13299,ditahun,di tahun
13300,dtahun,di tahun
13301,ditanah,di tanah
13302,ditnh,di tanah
13303,ditanda,di tanda
13304,ditangang,di tangan
13305,ditelaga,di telaga
13306,ditvn,di televisi nasional
13307,dtgah,di tengah
13308,ditepi,di tepi
13309,diupi,di universitas pendidikan indonesia
13310,diwilayah,di wilayah
13311,dipasihan,diberi
13312,dipacking,dibungkus
13313,disepongin,diciumi
13314,dyk,did you know
13315,dirasisin,diejek
13316,dimaui,diinginkan
13317,dkasih,dikasih
13318,ditaktor,diktator
13319,dilakuin,dilakukan
13320,dlkukan,dilakukan
13321,dilakuinnya,dilakukannya
13322,dylan,dilan
13323,dilanti,dilantik
13324,dilaporin,dilaporkan
13325,dilanrang,dilarang
13326,dilar,dilarang
13327,dilati,dilatih
13328,dilayan,dilayani
13329,dilayanin,dilayani
13330,dilepasin,dilepaskan
13331,diskip,dilewati
13332,diliatin,dilihat
13333,dilupain,dilupakan
13334,dimain,dimainkan
13335,dimaini,dimainkan
13336,dimainin,dimainkan
13337,dimaki2,dimaki maki
13338,dimaklumin,dimaklumkan
13339,dimampusin,dimampuskan
13340,dimana2,dimana mana
13341,dimanfaatin,dimanfaatkan
13342,dimanjain,dimanjakan
13343,dimarahinn,dimarahi
13344,dimarain,dimarahi
13345,dimasukkin,dimasuki
13346,dingertiin,dimengerti
13347,dimintain,dimintai
13348,dilepeh,dimuntahkan
13349,dinamani,dinamai
13350,dinantikan√¢,dinantikan
13351,dpmptsp,dinas penanaman modal dan pelayanan terpadu satu pintu
13352,dinihari,dini hari
13353,dinyinyirin,dinyinyiri
13354,diubati,diobati
13355,diobok2,diobok obok
13356,diomongin,diomongi
13357,dipakenya,dipakainya
13358,dipamerin,dipameri
13359,diparkirin,diparkirkan
13360,dipasangan,dipasangkan
13361,dipasangin,dipasangkan
13362,diphk,dipecat
13363,dipeluhara,dipelihara
13364,dipiara,dipelihara
13365,dipilpres,dipemilihan presiden
13366,dpenuhi,dipenuhi
13367,dipaelokan,diperbaiki
13368,dpercaya,dipercaya
13369,dipercayain,dipercayai
13371,diperhatika,diperhatikan
13372,dperhatikan,diperhatikan
13373,diperingatin,diperingatkan
13374,dwelling,diperingatkan
13375,diprakirakan,diperkirakan
13376,diperlakuin,diperlakukan
13377,dimasalahkan,dipermasalahkan
13378,dipersilahkan,dipersilakan
13379,diperasulit,dipersulit
13380,dprtmbngk,dipertimbangkan
13381,dpkir,dipikir
13382,dipilih√¢¬ dprd,dipilih aja daripada
13383,dipimpinulama,dipimpin ulama
13384,dipindahin,dipindahkan
13385,diplomasipublik,diplomasi publik
13386,diporakporandakan,diporakporandakan
13387,diprovo,diprovokasi
13388,dipukulin,dipukuli
13389,dipulangin,dipulangkan
13390,diputer,diputar
13391,diracuni,diracun
13392,direjam,dirajam
13393,direcokin,direcoki
13394,dm,direct message
13395,dmcin,direct message sis
13396,dirakamkan,direkamkan
13397,ditjen,direktorat jenderal
13398,djp,direktorat jenderal pajak
13399,ditreskrimum,direktorat reserse kriminal umum
13400,dirjen,direktur jenderal
13401,dirut,direktur utama
13402,diremes,diremas
13403,direncanain,direncanakan
13404,diritwit,diretweet
13405,dirp,diri
13406,diributin,diributkan
13407,drmu,dirimu
13408,diringkes,diringkas
13409,dirmanida,dirman ida
13410,dirmannaikganjarpanik,dirman naik ganjar panik
13411,dsnajib,dis najib
13412,disalty,disabilitas
13413,disadarin,disadarkan
13414,disah,disahkan
13415,disakitin,disakiti
13416,disalh,disalah
13417,disalahin,disalahkan
13418,disholatin,disalati
13419,disam,disama
13420,disama2kan,disama samakan
13421,disamain,disamakan
13422,dismain,disamakan
13423,disatuin,disatukan
13424,dj,disc jockey
13425,disebarin,disebarkan
13426,dishare,disebarkan
13427,disebutin,disebutkan
13428,disekolahin,disekolahkan
13429,disela2,disela sela
13430,dselidiki,diselidiki
13431,diumpetin,disembunyikan
13432,dimute,disenyapkan
13433,disenyumin,disenyumi
13434,disruduk,diseruduk
13435,dstiap,disetiap
13436,disiapin,disiapkan
13437,disinisin,disinisi
13438,disipitin,disipitkan
13439,disiramin,disirami
13440,diskon2,diskon diskon
13441,diskrening,diskrining
13442,dis,diskualifikasi
13443,diskusikde,diskusi
13444,disodorin,disodorkan
13445,diplay,display
13446,district9,district
13447,dilike,disukai
13448,disukain,disukai
13449,dsusul,disusul
13450,ditabayunin,ditabayuni
13451,ditampol,ditabok
13452,ditambah2i,ditambah tambahkan
13453,ditanggapin,ditanggapi
13454,ditanggepi,ditanggapi
13455,ditanggepin,ditanggapi
13456,ditangkapin,ditangkap
13457,ditangkp,ditangkap
13458,ditaroin,ditaruhkan
13459,ditawarin,ditawari
13460,ditegor,ditegur
13461,ditelpon,ditelepon
13462,ditempatin,ditempatkan
13463,ditemuin,ditemukan
13464,ditenggelamin,ditenggelamkan
13466,diterapkan√¢,diterapkan
13467,diteriakin,diteriaki
13468,dterima,diterima
13469,dtrma,diterima
13470,ditetapkn,ditetapkan
13471,ditidurin,ditiduri
13472,ditinggalin,ditinggalkan
13473,diupgrade,ditingkatkan
13474,ditolerir,ditoleransi
13475,dtuduh,dituduh
13476,dtukarkn,ditukarkan
13477,ditungguin,ditunggu
13478,dirubah,diubah
13479,dirubh,diubah
13480,drobah,diubah
13481,diulang2,diulang ulang
13482,diungkit2,diungkit ungkit
13483,diushakan,diusahakan
13484,diusilin,diusili
13485,diutarain,diutarakan
13486,diwajibin,diwajibkan
13487,dwaspadai,diwaspadai
13488,djarotcalonnapi,djarot calon narapidana
13489,djarotsihar2,djarot sihar 2
13490,djarotsiharmenang,djarot sihar menang
13491,dnnya,dnanya
13492,dinungo,doa
13493,dodigiri4sumsel,dodi giri 4 sumatera selatan
13494,doesn,does not
13495,dog,dog
13496,dorg,dog
13497,dogfighting,dog fighting
13498,doi√∞,doi
13499,doido,doi
13500,dokter2,dokter dokter
13501,dokter2nya,dokter dokternya
13502,dra,doktoranda
13503,drs,doktorandes
13504,doktrin2,doktrin doktrin
13505,dollar,dolar
13506,dool,doll
13507,domba2,domba domba
13508,donal,donald
13509,donkz,dong
13510,dunn,dong
13511,dongo,dongok
13512,dongokk,dongok
13513,dongoo,dongok
13514,dongook,dongok
13515,dongoin,dongokkan
13516,donii,doni
13517,donordarah,donor darah
13518,doronguntuk,dorong untuk
13519,dosa2,dosa dosa
13520,dosadosa,dosa dosa
13521,doublefuck,double fuck
13522,doer,dower
13523,dramaahokdikriminalisasi,drama ahok dikriminalisasi
13524,drakor,drama korea
13525,drifit,dri fit
13526,dua√¢,dua
13527,dua2,dua dua
13528,duduk2,duduk duduk
13529,dudukin,duduki
13530,dkung,dukung
13531,dukuung,dukung
13532,dukung2,dukung dukung
13533,dukungsidangistimewampr,dukung sidang istimewa majelis permusyawaratan rakyat
13534,dluu,dulu
13535,dolo,dulu
13536,dulu2,dulu dulu
13537,duluin,dulukan
13538,dlulah,dululah
13539,dumxcamping,dum camping
13540,dumbception,dumb ception
13541,dungu√¢,dungu
13542,dungu2periode,dungu dua periode
13543,dunyo,dunia
13544,dumay,dunia maya
13545,dunningkrugereffect,dunning kruger effect
13546,dustakaan,dustakan
13547,dubes,duta besar
13548,eaa,eak
13549,eaak,eak
13550,eaakk,eak
13551,eeaa,eak
13552,ehak,eak
13553,ecehh,ececeh
13554,ecek2,ecek ecek
13555,edann,edan
13556,eds,edisi
13557,edotensei,edo tensei
13558,efec,efek
13559,efekbacaberita,efek baca berita
13560,effektif,efektif
13561,egoism,egoisme
13562,eeh,eh
13563,eanjink,eh anjing
13564,eastaga,eh astaga
13565,egataunye,eh enggak taunya
13566,eemelawan,eh melawan
13567,eifell,eiffel
13568,eittss,eits
13569,ekjayati,ekajati
13570,economic,ekonomi
13571,economics,ekonomi
13572,economy,ekonomi
13573,ekonomi√¢,ekonomi
13574,egp,emang gue pikir
13575,dunno,enggak tau
13576,eheh,hehe
13577,ehehe,hehe
13578,eheheh,hehe
13579,ehhe,hehe
13580,eehm,hem
13581,ehem,hem
13582,eeyeww,iyuh
13583,djiaa,jiah
13584,djoss,keren
13585,ebih,lebih
13586,dimples,lesung pipi
13587,eii,oi
13588,editing,pengeditan
13589,dklovers,penggemar dk
13590,disbitch,perek
13591,dlongap,plonga
13592,dlongop,plongo
13593,drivernya,sopirnya
13594,ee,tai
13595,eek,tai
13596,eeq,tai
13597,download,unduh
13598,dzalim,zalim
13599,dzholimnya,zalimnya
13600,dzat,zat
13601,dzikir,zikir
13602,event2,acara acara
13603,eventnya,acaranya
13604,elah,alah
13605,elaj,alah
13606,enjing,anjing
13607,geni,api
13608,eyo,ayo
13609,gemana,bagaimana
13610,gima,bagaimana
13611,gimame,bagaimana
13612,gmni,bagaimana nih
13613,gimanasi,bagaimana sih
13614,gmnsi,bagaimana sih
13615,ginich,begini
13616,gini2,begini begini
13617,ginilah,beginilah
13618,getoo,begitu
13619,gt2,begitu begitu
13620,gtuan,begituan
13621,gsnya,bintang tamunya
13622,foong,bohong
13623,form,borang
13624,formnya,borangnya
13625,fakuy,cihui
13626,getih,darah
13627,erau,derau
13628,ekonomiri,ekonomi
13629,ekosistim,ekosistem
13630,ekotrenganjaryasinno1,ekotren ganjar yasin no 1
13631,exis,eksis
13632,exist,eksis
13633,eksklusifitas,eksklusivitas
13634,exodus,eksodus
13635,exorcism,eksorsisme
13636,exorcist,eksorsisme
13637,exotic,eksotik
13638,expansi,ekspansi
13639,expat,ekspat
13640,ekspresiny,ekspresinya
13641,expresinya,ekspresinya
13642,extra,ekstra
13643,extravaganzabanyumas,ekstra vaganza banyumas
13644,extrac,ekstrak
13645,ekstrim,ekstrem
13646,ekstrem2an,ekstrem ekstreman
13647,ekstrimis,ekstremis
13648,extrimis,ekstremis
13649,ekstrimisme,ekstremisme
13650,extrovert,ekstrover
13651,emtek,elang mahkota teknologi
13652,eletabilitas,elektabilitas
13653,elektabilitaanya,elektabilitasnya
13654,ektp,elektonik kartu tanda penduduk
13655,elshintaituakurat,elshinta itu akurat
13656,elusin,elusi
13657,emabel,embel
13658,embel2,embel embel
13659,embel2nya,embel embelnya
13660,embel√¢¬≤,embel embelnya
13661,emotion,emosi
13662,esmosi,emosi
13663,empathy,empati
13664,emut2,emut emut
13665,emutin,emutkan
13666,ena,ena
13667,enaenain,ena ena
13668,enaak,enak
13669,enak2,enak enak
13670,engcer,encer
13671,esdm,energi dan sumber daya mineral
13672,emggak,enggak
13673,enga,enggak
13674,gakan,enggak akan
13675,gppalah,enggak apalah
13676,gabakalan,enggak bakalan
13677,gabener,enggak benar
13678,gabenernya,enggak benarnya
13679,gaiza,enggak bisa
13680,gbisa,enggak bisa
13681,gabole,enggak boleh
13682,gacuma,enggak cuma
13683,gadeng,enggak deng
13684,gakdeng,enggak deng
13685,gak2,enggak enggak
13686,gaabis,enggak habis
13687,gakhabispikir,enggak habis pikir
13688,geje,enggak jelas
13689,gajedot,enggak jelas ngentot
13690,gajetot,enggak jelas ngentot
13691,gakelamaan,enggak kelamaan
13692,gakliatan,enggak kelihatan
13693,gakerasa,enggak kerasa
13694,gamalu,enggak malu
13695,gakmau,enggak mau
13696,gkmau,enggak mau
13697,gmw,enggak mau
13698,gangerti,enggak mengerti
13699,gamungkin,enggak mungkin
13700,gapaham,enggak paham
13701,gapeka,enggak peka
13702,gakpernah,enggak pernah
13703,gasadar,enggak sadar
13704,gaksi,enggak sih
13705,gaksie,enggak sih
13706,gasi,enggak sih
13707,gasii,enggak sih
13708,gaush,enggak usah
13709,gosah,enggak usah
13710,gakl,enggaklah
13711,gakla,enggaklah
13712,eps,episode
13713,endorgan,erdogan
13714,esdegan,es degan
13715,euyy,euy
13716,eventho,event
13717,eo,event organizer
13718,excitingbantenonsebabaduy,exciting banten seba baduy
13719,exocomingsoon,exo coming soon
13720,exomedals,exo medals
13721,exoonburjkhalifa,exo on burj khalifa
13722,exoplanet,exo planet
13723,exiting,exsisting
13724,facupfinal,fa cup final
13725,facrbook,facebook
13726,fesbuk,facebook
13727,fadly,fadli
13728,fadlizon,fadli zon
13729,fadlizone,fadli zon
13730,fahmu,fahmi
13731,fahrisetan,fahri setan
13732,fait,faith
13733,faith√¢,faith
13734,facta,fakta
13735,faktafreeport,fakta freeport
13736,faktany,faktanya
13737,fisip,fakultas ilmu sosial dan ilmu politik
13738,fkm,fakultas kesehatan masyarakat
13739,fala,fals
13740,family,famili
13741,ff,fan fiction
13742,fanfic,fan fiction
13743,ffgenpi,fan fiction genpi
13744,fftv,fan film televisi
13745,fp,fan page
13746,fansbase,fanbase
13747,fansboy,fanboy
13748,fansnya,fannya
13749,fantasiin,fantasikan
13750,fantastic,fantastis
13751,fantastik,fantastis
13752,fanyaclarisha,fanya ckarisha
13753,farhatabbaslaw,farhat abbas law
13754,faridz,fariz
13755,fasiq,fasik
13756,fathonah,fatanah
13757,fatwasahur,fatwa sahur
13758,fauziah,fauziyah
13759,favourite,favorit
13760,favourites,favorit
13761,fmi,federasi mountaineering indonesia
13762,fifa,federation of international football association
13763,feell,feel
13764,ferdinand,ferdinan
13765,fwg2018,festival wong gunung 2018
13766,fie,fi
13767,fiykum,fiikum
13768,filem,film
13769,flim,film
13770,film2,film film
13771,filmmalam,film malam
13772,ftv,film televisi
13773,flimnya,filmnya
13774,filaafat,filsafat
13775,finallyy,finally
13776,financialplanningsyariah,financial planning syariah
13777,findinghyukjae,finding hyukjae
13778,firman2,firman firman
13779,fizik,fisik
13780,fitn,fit
13781,fitneh,fitnah
13782,fiks,fix
13783,falshback,flashback
13784,fmb9,fm
13785,focus,fokus
13786,folky,folk
13787,fyi,for your information
13788,fkdm,forum kewaspadaan dini masyarakat
13789,fkl,forum konservasi leuser
13790,fkpt,forum koordinasi pencegahan terorisme
13791,forkopimda,forum koordinasi pimpinan daerah
13792,fpk,forum pembauran kebangsaan
13793,forikan,forum peningkatan konsumsi ikan nasional
13794,ftho,foto
13795,fotomemek,foto memek
13796,fotosyut,foto shoot
13797,fourtwnty,four twenty
13798,foya2,foya foya
13799,freepalestine,free palestine
13800,freethinker,free thinker
13801,freemasonry,freemason
13802,feeport,freeport
13803,freefort,freeport
13804,freepor,freeport
13805,frefoort,freeport
13806,freport,freeport
13807,frepot,freeport
13808,freeport51,freeport 51
13809,frezzer,freezer
13810,fwb,friends with benefit
13811,fpi,front pembela islam
13812,fpie,front pembela islam
13813,fak,fuck
13814,fck,fuck
13815,fckk,fuck
13816,fcx,fuck
13817,fucc,fuck
13818,fuckry,fuck
13819,fuckyou,fuck you
13820,faker,fucker
13821,fuggin,fucking
13822,fullbody,full body
13823,fushilat,fussilat
13824,futcal,futsal
13825,fuyyoo,fuyooo
13826,gbung,gabung
13827,gegadis,gadis
13828,gadu,gaduh
13829,gaduhkarenaahok,gaduh karena ahok
13830,gagahin,gagahi
13831,galfok,gagal fokus
13832,gamon,gagal move on
13833,gamonin,gagal move on
13834,gagalpaham,gagal paham
13835,gaptek,gagap teknologi
